call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,churn,avg_usage_per_month,monthly_call_frequency,monthly_sms_frequency,has_complaint,has_call_failures,activity_score,customer_value_group
0,0,37,2,453,10,36,6,5,1,1,55,60.945,0,12.243243243243244,0.2702702702702703,0.972972972972973,0,0,52,Low
25,0,32,4,16190,244,32,84,2,2,1,25,883.53,0,505.9375,7.625,1.0,0,1,360,Very High
6,0,35,4,7080,122,303,37,3,2,1,30,1500.08,0,202.28571428571428,3.4857142857142858,8.657142857142857,0,1,462,Very High
2,0,37,1,3833,88,34,32,3,1,1,30,292.84,0,103.5945945945946,2.3783783783783785,0.918918918918919,0,1,154,High
3,0,36,0,1780,50,70,24,4,1,2,45,220.75,0,49.44444444444444,1.3888888888888888,1.9444444444444444,0,1,144,Medium
6,0,37,1,2895,59,207,27,2,1,1,25,1064.43,0,78.24324324324324,1.5945945945945945,5.594594594594595,0,1,293,Very High
4,0,28,2,1430,42,225,15,3,2,1,30,958.88,0,51.07142857142857,1.5,8.035714285714286,0,1,282,Very High
4,0,27,1,1683,45,62,72,5,1,1,55,118.92,0,62.333333333333336,1.6666666666666667,2.2962962962962963,0,1,179,Medium
11,0,28,0,815,31,42,11,3,1,2,30,201.84,0,29.107142857142858,1.1071428571428572,1.5,0,1,84,Medium
0,0,27,0,940,16,53,7,4,1,2,45,156.4,0,34.81481481481482,0.5925925925925926,1.962962962962963,0,0,76,Medium
10,0,26,1,1340,38,51,17,2,1,1,25,291.51,0,51.53846153846154,1.4615384615384615,1.9615384615384615,0,1,106,High
2,0,26,1,3340,67,40,27,3,1,1,30,296.28,0,128.46153846153845,2.576923076923077,1.5384615384615385,0,1,134,High
2,0,19,1,1810,32,60,18,3,1,1,30,313.68,0,95.26315789473684,1.6842105263157894,3.1578947368421053,0,1,110,High
16,0,18,2,6508,147,117,46,2,2,1,25,825.975,0,361.55555555555554,8.166666666666666,6.5,0,1,310,Very High
12,0,16,1,9048,177,105,44,5,1,1,55,295.875,0,565.5,11.0625,6.5625,0,1,326,High
8,0,17,4,2968,51,63,23,3,2,1,30,372.76,0,174.58823529411765,3.0,3.7058823529411766,0,1,137,High
2,0,10,2,4505,46,247,14,3,1,1,30,1170.04,0,450.5,4.6,24.7,0,1,307,Very High
3,0,10,2,1603,25,32,11,3,1,1,30,193.12,1,160.3,2.5,3.2,0,1,68,Medium
8,0,37,0,4255,65,0,13,2,1,1,25,194.4,0,115.0,1.7567567567567568,0.0,0,1,78,Medium
0,0,38,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0,0,0,Low
10,0,36,0,2338,54,327,20,2,1,1,25,1579.14,0,64.94444444444444,1.5,9.083333333333334,0,1,401,Very High
10,0,37,0,4083,60,0,31,1,1,1,15,227.865,0,110.35135135135135,1.6216216216216217,0.0,0,1,91,Medium
3,0,37,0,2278,52,0,29,1,1,1,15,128.15,0,61.567567567567565,1.4054054054054055,0.0,0,1,81,Medium
11,0,37,0,3660,76,0,24,2,1,1,25,168.12,0,98.91891891891892,2.054054054054054,0.0,0,1,100,Medium
4,0,37,0,2245,33,253,14,3,1,1,30,1103.12,0,60.67567567567568,0.8918918918918919,6.837837837837838,0,1,300,Very High
13,0,36,1,9000,115,112,39,3,1,1,30,812.6,0,250.0,3.1944444444444446,3.111111111111111,0,1,266,Very High
7,0,37,0,13658,163,0,40,3,1,1,30,552.84,0,369.13513513513516,4.405405405405405,0.0,0,1,203,High
7,0,37,0,4400,77,0,21,3,1,1,30,179.08,0,118.91891891891892,2.081081081081081,0.0,0,1,98,Medium
6,0,37,0,5803,89,0,8,2,1,1,25,265.14,0,156.83783783783784,2.4054054054054053,0.0,0,1,97,High
9,0,37,0,2123,48,0,13,3,1,2,30,86.84,0,57.37837837837838,1.2972972972972974,0.0,0,1,61,Low
25,0,37,2,15025,219,22,28,3,1,1,30,697.76,0,406.0810810810811,5.918918918918919,0.5945945945945946,0,1,269,High
4,0,37,0,2980,21,451,4,3,1,1,30,1924.04,0,80.54054054054055,0.5675675675675675,12.18918918918919,0,1,476,Very High
9,0,36,0,15370,176,118,26,2,1,1,25,1230.57,0,426.94444444444446,4.888888888888889,3.2777777777777777,0,1,320,Very High
3,0,36,0,6385,80,154,22,3,1,1,30,874.6,0,177.36111111111111,2.2222222222222223,4.277777777777778,0,1,256,Very High
0,0,36,0,760,8,0,7,2,1,2,25,34.56,0,21.11111111111111,0.2222222222222222,0.0,0,0,15,Low
2,0,37,0,595,8,0,4,2,1,2,25,27.135,0,16.08108108108108,0.21621621621621623,0.0,0,1,12,Low
0,1,36,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,1,0,0,Low
3,0,36,0,7393,121,352,39,2,1,1,25,1922.13,0,205.36111111111111,3.361111111111111,9.777777777777779,0,1,512,Very High
7,0,36,0,11350,148,0,43,3,1,1,30,459.92,0,315.27777777777777,4.111111111111111,0.0,0,1,191,High
8,0,36,0,6603,69,76,33,2,1,1,25,642.24,0,183.41666666666666,1.9166666666666667,2.111111111111111,0,1,178,High
23,0,32,0,840,41,0,13,2,1,2,25,39.645,1,26.25,1.28125,0.0,0,1,54,Low
21,0,35,7,10320,87,0,38,4,2,1,45,260.175,0,294.85714285714283,2.4857142857142858,0.0,0,1,125,High
13,1,35,0,5703,92,0,20,2,1,1,25,260.775,1,162.94285714285715,2.6285714285714286,0.0,1,1,112,High
1,0,33,0,2725,16,0,10,3,1,1,30,109.64,0,82.57575757575758,0.48484848484848486,0.0,0,1,26,Low
9,1,34,0,2875,35,0,12,2,1,2,25,130.95,1,84.55882352941177,1.0294117647058822,0.0,1,1,47,Medium
9,0,35,0,2153,38,2,27,3,1,2,30,95.64,1,61.51428571428571,1.0857142857142856,0.05714285714285714,0,1,67,Low
1,0,35,0,1553,19,0,2,3,1,1,30,62.88,0,44.371428571428574,0.5428571428571428,0.0,0,1,21,Low
3,0,32,0,6670,91,0,18,4,1,1,45,169.025,0,208.4375,2.84375,0.0,0,1,109,Medium
0,0,35,0,513,1,0,3,4,1,2,45,12.85,1,14.657142857142857,0.02857142857142857,0.0,0,0,4,Low
0,0,35,0,0,0,0,0,4,1,1,45,0.0,0,0.0,0.0,0.0,0,0,0,Low
25,0,30,2,15960,232,0,76,2,1,1,25,728.64,0,532.0,7.733333333333333,0.0,0,1,308,High
6,0,33,2,6850,110,239,29,2,2,1,25,1388.7,0,207.57575757575756,3.3333333333333335,7.242424242424242,0,1,378,Very High
2,0,35,0,3603,76,0,24,2,1,1,25,165.555,0,102.94285714285714,2.1714285714285713,0.0,0,1,100,Medium
3,0,34,0,1550,38,6,16,3,1,2,30,87.52,0,45.588235294117645,1.1176470588235294,0.17647058823529413,0,1,60,Low
6,0,35,0,2665,47,143,19,2,1,1,25,765.54,0,76.14285714285714,1.3428571428571427,4.085714285714285,0,1,209,High
4,0,26,0,1200,30,161,7,2,2,1,25,779.85,0,46.15384615384615,1.1538461538461537,6.1923076923076925,0,1,198,High
4,0,25,0,1453,33,0,64,4,1,1,45,37.15,0,58.12,1.32,0.0,0,1,97,Low
11,0,26,0,585,19,0,3,2,1,2,25,27.18,0,22.5,0.7307692307692307,0.0,0,1,22,Low
0,0,25,0,710,4,0,1,4,1,2,45,17.85,0,28.4,0.16,0.0,0,0,5,Low
10,0,24,0,1110,26,0,9,2,1,1,25,51.12,0,46.25,1.0833333333333333,0.0,0,1,35,Low
2,0,24,0,3110,55,0,19,3,1,1,30,126.6,0,129.58333333333334,2.2916666666666665,0.0,0,1,74,Medium
2,0,17,0,1580,20,0,10,2,1,1,25,72.0,0,92.94117647058823,1.1764705882352942,0.0,0,1,30,Low
16,0,16,0,6278,135,53,38,1,2,1,15,644.215,0,392.375,8.4375,3.3125,0,1,226,High
12,0,14,0,8818,165,41,36,4,1,1,45,327.075,0,629.8571428571429,11.785714285714286,2.9285714285714284,0,1,242,High
8,0,15,2,2738,39,0,15,3,1,1,30,111.08,0,182.53333333333333,2.6,0.0,0,1,54,Low
2,0,8,0,4275,34,183,6,3,1,1,30,904.36,0,534.375,4.25,22.875,0,1,223,Very High
3,1,8,0,1373,13,0,3,2,1,1,25,62.37,1,171.625,1.625,0.0,1,1,16,Low
10,0,38,0,4560,72,14,20,3,1,1,30,241.28,0,120.0,1.894736842105263,0.3684210526315789,0,1,106,High
2,0,39,0,508,6,16,7,2,1,2,25,95.13,0,13.025641025641026,0.15384615384615385,0.41025641025641024,0,1,29,Low
12,0,37,0,2643,61,368,27,3,1,1,30,1580.16,0,71.43243243243244,1.6486486486486487,9.945945945945946,0,1,456,Very High
12,0,38,0,4388,67,10,38,1,1,1,15,300.025,0,115.47368421052632,1.763157894736842,0.2631578947368421,0,1,115,High
5,0,38,0,2583,59,11,36,1,1,1,15,205.81,0,67.97368421052632,1.5526315789473684,0.2894736842105263,0,1,106,Medium
13,0,38,1,3965,83,41,31,3,1,1,30,325.92,0,104.34210526315789,2.1842105263157894,1.0789473684210527,0,1,155,High
6,0,38,0,2550,40,294,21,3,1,1,30,1279.6,0,67.10526315789474,1.0526315789473684,7.7368421052631575,0,1,355,Very High
15,0,37,2,9305,122,153,46,3,1,1,30,989.08,0,251.48648648648648,3.2972972972972974,4.135135135135135,0,1,321,Very High
9,0,38,0,13963,170,9,47,3,1,1,30,601.32,0,367.44736842105266,4.473684210526316,0.23684210526315788,0,1,226,High
9,0,38,1,4705,84,11,28,3,1,1,30,235.56,0,123.8157894736842,2.210526315789474,0.2894736842105263,0,1,123,High
8,0,38,0,6108,96,16,15,3,1,1,30,312.16,0,160.73684210526315,2.526315789473684,0.42105263157894735,0,1,127,High
11,1,38,0,2428,55,17,20,3,1,2,30,167.32,0,63.89473684210526,1.4473684210526316,0.4473684210526316,1,1,92,Medium
27,0,38,3,15330,226,63,35,3,1,1,30,874.24,0,403.42105263157896,5.947368421052632,1.6578947368421053,0,1,324,Very High
6,0,38,1,3285,28,492,11,3,1,1,30,2100.52,0,86.44736842105263,0.7368421052631579,12.947368421052632,0,1,531,Very High
11,0,37,0,15675,183,159,33,2,1,1,25,1429.11,0,423.64864864864865,4.945945945945946,4.297297297297297,0,1,375,Very High
5,0,37,1,6690,87,195,29,3,1,1,30,1051.08,0,180.8108108108108,2.3513513513513513,5.27027027027027,0,1,311,Very High
2,0,37,0,1065,15,9,14,2,1,2,25,89.1,0,28.783783783783782,0.40540540540540543,0.24324324324324326,0,1,38,Low
4,0,38,0,900,15,22,11,3,1,2,30,124.6,0,23.68421052631579,0.39473684210526316,0.5789473684210527,0,1,48,Medium
2,0,37,0,190,1,9,3,2,1,2,25,49.095,1,5.135135135135135,0.02702702702702703,0.24324324324324326,0,1,13,Low
5,0,37,0,7698,128,393,46,2,1,1,25,2120.67,0,208.05405405405406,3.4594594594594597,10.621621621621621,0,1,567,Very High
9,0,37,1,11655,155,20,50,4,1,1,45,345.25,0,315.0,4.1891891891891895,0.5405405405405406,0,1,225,High
10,0,37,1,6908,76,117,40,2,1,1,25,840.78,0,186.7027027027027,2.054054054054054,3.1621621621621623,0,1,233,Very High
25,1,33,0,1145,48,25,20,2,1,2,25,166.185,1,34.696969696969695,1.4545454545454546,0.7575757575757576,1,1,93,Medium
23,0,36,8,10625,94,10,45,5,1,1,55,175.785,0,295.1388888888889,2.611111111111111,0.2777777777777778,0,1,149,Medium
15,0,36,1,6008,99,35,27,2,1,1,25,432.315,1,166.88888888888889,2.75,0.9722222222222222,0,1,161,High
3,0,34,0,3030,23,9,17,3,1,1,30,158.12,0,89.11764705882354,0.6764705882352942,0.2647058823529412,0,1,49,Medium
11,1,35,0,3180,42,18,19,3,1,2,30,200.88,1,90.85714285714286,1.2,0.5142857142857142,1,1,79,Medium
11,1,36,0,2458,45,43,34,3,1,2,30,272.12,1,68.27777777777777,1.25,1.1944444444444444,1,1,122,High
2,0,36,0,323,3,9,5,3,1,2,30,49.04,1,8.972222222222221,0.08333333333333333,0.25,0,1,17,Low
3,0,36,0,1858,26,9,9,3,1,1,30,111.36,0,51.611111111111114,0.7222222222222222,0.25,0,1,44,Low
5,0,33,1,6975,98,23,25,5,1,1,55,140.595,0,211.36363636363637,2.9696969696969697,0.696969696969697,0,1,146,Medium
2,0,36,0,818,8,18,7,4,1,2,45,65.65,1,22.72222222222222,0.2222222222222222,0.5,0,1,33,Low
2,0,36,1,528,5,13,5,5,1,1,55,27.495,0,14.666666666666666,0.1388888888888889,0.3611111111111111,0,1,23,Low
27,0,31,3,16265,239,9,83,2,1,1,25,783.18,0,524.6774193548387,7.709677419354839,0.2903225806451613,0,1,331,High
8,0,34,3,7155,117,280,36,2,2,1,25,1587.24,0,210.44117647058823,3.4411764705882355,8.235294117647058,0,1,433,Very High
4,0,36,0,3908,83,11,31,2,1,1,25,229.095,0,108.55555555555556,2.3055555555555554,0.3055555555555556,0,1,125,Medium
5,0,35,0,1855,45,47,23,3,1,2,30,264.0,0,53.0,1.2857142857142858,1.3428571428571427,0,1,115,High
8,0,36,0,2970,54,184,26,2,1,1,25,964.08,0,82.5,1.5,5.111111111111111,0,1,264,Very High
6,1,27,1,1505,37,202,14,2,2,1,25,978.39,1,55.74074074074074,1.3703703703703705,7.481481481481482,1,1,253,Very High
6,0,26,0,1758,40,39,71,4,1,1,45,142.45,0,67.61538461538461,1.5384615384615385,1.5,0,1,150,Medium
13,0,27,0,890,26,19,10,2,1,2,25,126.72,0,32.96296296296296,0.9629629629629629,0.7037037037037037,0,1,55,Medium
2,0,26,0,1015,11,30,6,4,1,2,45,100.65,0,39.03846153846154,0.4230769230769231,1.1538461538461537,0,1,47,Low
12,0,25,0,1415,33,28,16,2,1,1,25,191.16,0,56.6,1.32,1.12,0,1,77,Medium
4,0,25,0,3415,62,17,26,3,1,1,30,207.08,0,136.6,2.48,0.68,0,1,105,Medium
4,0,18,0,1885,27,37,17,2,1,1,25,252.54,0,104.72222222222223,1.5,2.0555555555555554,0,1,81,High
18,0,17,1,6582,142,94,45,2,2,1,25,725.58,0,387.1764705882353,8.352941176470589,5.529411764705882,0,1,281,High
14,0,15,0,9122,172,82,43,4,1,1,45,437.35,0,608.1333333333333,11.466666666666667,5.466666666666667,0,1,297,High
10,0,16,3,3042,46,40,22,3,1,1,30,283.52,0,190.125,2.875,2.5,0,1,108,High
4,0,9,1,4580,41,224,13,3,1,1,30,1080.84,0,508.8888888888889,4.555555555555555,24.88888888888889,0,1,278,Very High
5,0,9,1,1677,20,9,10,3,1,1,30,103.88,1,186.33333333333334,2.2222222222222223,1.0,0,1,39,Low
6,0,38,0,4180,70,0,14,3,1,1,30,170.0,0,110.0,1.8421052631578947,0.0,0,1,84,Medium
0,0,39,0,128,4,0,1,2,1,2,25,5.94,0,3.282051282051282,0.10256410256410256,0.0,0,0,5,Low
8,0,37,0,2263,59,350,21,3,1,1,30,1492.88,0,61.16216216216216,1.5945945945945945,9.45945945945946,0,1,430,Very High
8,0,38,0,4008,65,0,32,1,1,1,15,224.015,0,105.47368421052632,1.7105263157894737,0.0,0,1,97,Medium
1,0,38,0,2203,57,0,30,1,1,1,15,124.3,0,57.973684210526315,1.5,0.0,0,1,87,Medium
9,0,38,1,3585,81,23,25,3,1,1,30,238.64,0,94.34210526315789,2.1315789473684212,0.6052631578947368,0,1,129,High
2,0,38,0,2170,38,276,15,3,1,1,30,1192.32,0,57.10526315789474,1.0,7.2631578947368425,0,1,329,Very High
11,0,37,2,8925,120,135,40,3,1,1,30,901.8,0,241.21621621621622,3.2432432432432434,3.6486486486486487,0,1,295,Very High
5,0,38,0,13583,168,0,41,3,1,1,30,550.04,0,357.44736842105266,4.421052631578948,0.0,0,1,209,High
5,0,38,1,4325,82,0,22,3,1,1,30,176.28,0,113.8157894736842,2.1578947368421053,0.0,0,1,104,Medium
4,0,38,0,5728,94,0,9,3,1,1,30,232.88,0,150.73684210526315,2.473684210526316,0.0,0,1,103,High
7,0,38,0,2048,53,0,14,3,1,2,30,84.04,0,53.89473684210526,1.394736842105263,0.0,0,1,67,Low
23,0,38,3,14950,224,45,29,3,1,1,30,786.96,0,393.42105263157896,5.894736842105263,1.1842105263157894,0,1,298,High
2,0,38,1,2905,26,474,5,3,1,1,30,2013.24,0,76.44736842105263,0.6842105263157895,12.473684210526315,0,1,505,Very High
7,0,37,0,15295,181,141,27,2,1,1,25,1330.92,0,413.3783783783784,4.891891891891892,3.810810810810811,0,1,349,Very High
1,0,37,1,6310,85,177,23,3,1,1,30,963.8,0,170.54054054054055,2.2972972972972974,4.783783783783784,0,1,285,Very High
0,0,37,0,685,13,0,8,2,1,2,25,31.41,0,18.513513513513512,0.35135135135135137,0.0,0,0,21,Low
0,0,38,0,520,13,4,5,3,1,2,30,37.32,0,13.68421052631579,0.34210526315789475,0.10526315789473684,0,0,22,Low
1,0,37,0,7318,126,375,40,2,1,1,25,2022.48,0,197.78378378378378,3.4054054054054053,10.135135135135135,0,1,541,Very High
5,0,37,1,11275,153,2,44,4,1,1,45,290.7,0,304.72972972972974,4.135135135135135,0.05405405405405406,0,1,199,High
6,0,37,1,6528,74,99,34,2,1,1,25,742.59,0,176.43243243243242,2.0,2.675675675675676,0,1,207,High
21,0,33,0,765,46,7,14,2,1,2,25,67.995,1,23.181818181818183,1.393939393939394,0.21212121212121213,0,1,67,Low
19,0,36,8,10245,92,0,39,5,2,1,55,155.055,0,284.5833333333333,2.5555555555555554,0.0,0,1,131,Medium
11,0,36,1,5628,97,17,21,2,1,1,25,334.125,1,156.33333333333334,2.6944444444444446,0.4722222222222222,0,1,135,High
0,0,34,0,2650,21,0,11,3,1,1,30,106.84,0,77.94117647058823,0.6176470588235294,0.0,0,0,32,Low
7,1,35,0,2800,40,0,13,3,1,2,30,113.6,1,80.0,1.1428571428571428,0.0,1,1,53,Low
7,0,36,0,2078,43,25,28,3,1,2,30,184.84,1,57.72222222222222,1.1944444444444444,0.6944444444444444,0,1,96,Medium
0,0,36,0,1478,24,0,3,3,1,1,30,60.08,0,41.05555555555556,0.6666666666666666,0.0,0,0,27,Low
1,0,33,1,6595,96,5,19,5,1,1,55,107.865,0,199.84848484848484,2.909090909090909,0.15151515151515152,0,1,120,Low
0,0,36,0,438,6,0,1,4,1,2,45,11.1,1,12.166666666666666,0.16666666666666666,0.0,0,0,7,Low
0,0,36,1,0,0,0,0,5,1,1,55,0.0,0,0.0,0.0,0.0,0,0,0,Low
23,0,31,3,15885,237,0,77,2,1,1,25,725.49,0,512.4193548387096,7.645161290322581,0.0,0,1,314,High
4,0,34,3,6775,115,262,30,2,2,1,25,1489.05,0,199.26470588235293,3.3823529411764706,7.705882352941177,0,1,407,Very High
0,0,36,0,3528,81,0,25,2,1,1,25,162.405,0,98.0,2.25,0.0,0,0,106,Medium
1,0,35,0,1475,43,29,17,3,1,2,30,176.72,0,42.142857142857146,1.2285714285714286,0.8285714285714286,0,1,89,Medium
4,0,36,0,2590,52,166,20,2,1,1,25,865.89,0,71.94444444444444,1.4444444444444444,4.611111111111111,0,1,238,Very High
2,0,27,1,1125,35,184,8,2,2,1,25,880.2,0,41.666666666666664,1.2962962962962963,6.814814814814815,0,1,227,Very High
2,0,26,0,1378,38,21,65,4,1,1,45,87.9,0,53.0,1.4615384615384615,0.8076923076923077,0,1,124,Low
9,0,27,0,510,24,1,4,2,1,2,25,28.53,0,18.88888888888889,0.8888888888888888,0.037037037037037035,0,1,29,Low
0,0,26,0,635,9,12,1,4,1,2,45,46.1,0,24.423076923076923,0.34615384615384615,0.46153846153846156,0,0,22,Low
8,0,25,0,1035,31,10,10,2,1,1,25,92.97,0,41.4,1.24,0.4,0,1,51,Low
0,0,25,0,3035,60,0,20,3,1,1,30,123.8,0,121.4,2.4,0.0,0,0,80,Medium
0,0,18,0,1505,25,19,11,2,1,1,25,154.35,0,83.61111111111111,1.3888888888888888,1.0555555555555556,0,0,55,Medium
14,0,17,1,6202,140,76,39,2,2,1,25,627.39,0,364.8235294117647,8.235294117647058,4.470588235294118,0,1,255,High
10,0,15,0,8742,170,64,37,4,1,1,45,382.8,0,582.8,11.333333333333334,4.266666666666667,0,1,271,High
6,0,16,3,2662,44,22,16,3,1,1,30,196.24,0,166.375,2.75,1.375,0,1,82,Medium
0,0,9,1,4200,39,206,7,3,1,1,30,993.56,0,466.6666666666667,4.333333333333333,22.88888888888889,0,0,252,Very High
1,0,9,1,1297,18,0,4,3,1,1,30,52.6,1,144.11111111111111,2.0,0.0,0,1,22,Low
6,0,33,0,4370,65,0,16,2,1,1,25,199.575,0,132.42424242424244,1.9696969696969697,0.0,0,1,81,Medium
0,0,34,0,318,4,0,3,2,1,2,25,14.49,0,9.352941176470589,0.11764705882352941,0.0,0,0,7,Low
8,0,32,0,2453,54,351,23,2,1,1,25,1692.315,0,76.65625,1.6875,10.96875,0,1,428,Very High
8,0,33,0,4198,60,0,34,1,1,1,15,234.19,0,127.21212121212122,1.8181818181818181,0.0,0,1,94,High
1,0,33,0,2393,52,0,32,1,1,1,15,134.475,0,72.51515151515152,1.5757575757575757,0.0,0,1,84,Medium
9,0,33,0,3775,76,24,27,2,1,1,25,281.295,0,114.39393939393939,2.303030303030303,0.7272727272727273,0,1,127,High
2,0,33,0,2360,33,277,17,3,1,1,30,1203.72,0,71.51515151515152,1.0,8.393939393939394,0,1,327,Very High
11,0,32,1,9115,115,136,42,3,1,1,30,913.2,0,284.84375,3.59375,4.25,0,1,293,Very High
5,0,33,0,13773,163,0,43,3,1,1,30,557.44,0,417.3636363636364,4.9393939393939394,0.0,0,1,206,High
5,0,33,0,4515,77,0,24,3,1,1,30,183.68,0,136.8181818181818,2.3333333333333335,0.0,0,1,101,Medium
4,0,33,0,5918,89,0,11,2,1,1,25,270.315,0,179.33333333333334,2.696969696969697,0.0,0,1,100,High
7,1,33,0,2238,48,0,16,3,1,2,30,91.44,0,67.81818181818181,1.4545454545454546,0.0,1,1,64,Low
23,0,33,2,15140,219,46,31,3,1,1,30,798.36,0,458.7878787878788,6.636363636363637,1.393939393939394,0,1,296,Very High
2,0,33,0,3095,21,475,7,3,1,1,30,2024.64,0,93.78787878787878,0.6363636363636364,14.393939393939394,0,1,503,Very High
7,0,32,0,15485,176,142,29,2,1,1,25,1343.745,0,483.90625,5.5,4.4375,0,1,347,Very High
1,0,32,0,6500,80,178,25,3,1,1,30,975.2,0,203.125,2.5,5.5625,0,1,283,Very High
0,0,32,0,875,8,0,10,2,1,2,25,39.735,0,27.34375,0.25,0.0,0,0,18,Low
0,0,33,0,710,8,5,7,2,1,2,25,54.81,0,21.515151515151516,0.24242424242424243,0.15151515151515152,0,0,20,Low
0,0,32,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0,0,0,Low
1,0,32,0,7508,121,376,42,2,1,1,25,2035.305,0,234.625,3.78125,11.75,0,1,539,Very High
5,0,32,0,11465,148,3,46,3,1,1,30,476.52,0,358.28125,4.625,0.09375,0,1,197,High
6,0,32,0,6718,69,100,36,2,1,1,25,755.415,0,209.9375,2.15625,3.125,0,1,205,High
21,1,28,0,955,41,8,16,2,1,2,25,80.82,1,34.107142857142854,1.4642857142857142,0.2857142857142857,1,1,65,Low
19,0,31,7,10435,87,0,41,4,1,1,45,263.05,0,336.61290322580646,2.806451612903226,0.0,0,1,128,High
11,0,31,0,5818,92,18,23,2,1,1,25,346.95,1,187.67741935483872,2.967741935483871,0.5806451612903226,0,1,133,High
0,0,29,0,2840,16,0,13,3,1,1,30,114.24,0,97.93103448275862,0.5517241379310345,0.0,0,0,29,Low
7,1,30,0,2990,35,1,15,2,1,2,25,140.625,1,99.66666666666667,1.1666666666666667,0.03333333333333333,1,1,51,Medium
7,1,31,0,2268,38,26,30,3,1,2,30,196.24,1,73.16129032258064,1.2258064516129032,0.8387096774193549,1,1,94,Medium
0,1,31,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,1,0,0,Low
0,0,31,0,1668,19,0,5,3,1,1,30,67.48,0,53.806451612903224,0.6129032258064516,0.0,0,0,24,Low
1,0,28,0,6785,91,6,21,4,1,1,45,186.9,0,242.32142857142858,3.25,0.21428571428571427,0,1,118,Medium
0,0,31,0,628,1,1,3,4,1,2,45,18.225,1,20.258064516129032,0.03225806451612903,0.03225806451612903,0,0,5,Low
0,0,31,0,338,5,0,1,4,1,1,45,8.575,0,10.903225806451612,0.16129032258064516,0.0,0,0,6,Low
23,0,26,2,16075,232,0,79,2,1,1,25,733.815,0,618.2692307692307,8.923076923076923,0.0,0,1,311,High
4,0,29,2,6965,110,263,32,2,2,1,25,1501.875,0,240.17241379310346,3.793103448275862,9.068965517241379,0,1,405,Very High
0,0,31,0,3718,76,0,27,2,1,1,25,170.73,0,119.93548387096774,2.4516129032258065,0.0,0,0,103,Medium
1,0,30,0,1665,38,30,19,3,1,2,30,188.12,0,55.5,1.2666666666666666,1.0,0,1,87,Medium
4,0,31,0,2780,47,167,22,2,1,1,25,878.715,0,89.6774193548387,1.5161290322580645,5.387096774193548,0,1,236,Very High
2,0,22,0,1315,30,185,10,2,2,1,25,893.025,0,59.77272727272727,1.3636363636363635,8.409090909090908,0,1,225,Very High
2,0,21,0,1568,33,22,67,4,1,1,45,95.025,0,74.66666666666667,1.5714285714285714,1.0476190476190477,0,1,122,Low
9,0,22,0,700,19,2,6,2,1,2,25,41.355,0,31.818181818181817,0.8636363636363636,0.09090909090909091,0,1,27,Low
0,0,21,0,825,4,13,2,4,1,2,45,53.225,0,39.285714285714285,0.19047619047619047,0.6190476190476191,0,0,19,Low
8,0,20,0,1225,26,11,12,2,1,1,25,105.795,0,61.25,1.3,0.55,0,1,49,Low
0,0,20,0,3225,55,0,22,3,1,1,30,131.2,0,161.25,2.75,0.0,0,0,77,Medium
0,0,13,0,1695,20,20,13,2,1,1,25,167.175,0,130.3846153846154,1.5384615384615385,1.5384615384615385,0,0,53,Medium
14,0,12,0,6392,135,77,41,1,2,1,15,782.485,0,532.6666666666666,11.25,6.416666666666667,0,1,253,High
10,0,10,0,8932,165,65,39,4,1,1,45,389.925,0,893.2,16.5,6.5,0,1,269,High
6,0,11,2,2852,39,23,18,3,1,1,30,207.64,0,259.27272727272725,3.5454545454545454,2.090909090909091,0,1,80,Medium
0,0,4,0,4390,34,207,9,3,1,1,30,1004.96,0,1097.5,8.5,51.75,0,0,250,Very High
1,0,4,0,1487,13,0,6,2,1,1,25,67.5,1,371.75,3.25,0.0,0,1,19,Low
10,0,43,1,4370,77,13,18,3,1,1,30,229.88,0,101.62790697674419,1.7906976744186047,0.3023255813953488,0,1,108,Medium
2,0,44,0,318,11,15,5,3,1,2,30,73.16,0,7.2272727272727275,0.25,0.3409090909090909,0,1,31,Low
12,0,42,1,2453,66,367,25,3,1,1,30,1568.76,0,58.404761904761905,1.5714285714285714,8.738095238095237,0,1,458,Very High
12,0,43,1,4198,72,9,36,1,1,1,15,284.35,0,97.62790697674419,1.6744186046511629,0.20930232558139536,0,1,117,High
5,0,43,1,2393,64,10,34,2,1,1,25,155.565,0,55.651162790697676,1.4883720930232558,0.23255813953488372,0,1,108,Medium
13,0,43,2,3775,88,40,29,3,1,1,30,314.52,0,87.79069767441861,2.046511627906977,0.9302325581395349,0,1,157,High
6,0,43,1,2360,45,293,19,4,1,1,45,792.625,0,54.883720930232556,1.0465116279069768,6.813953488372093,0,1,357,Very High
15,0,42,3,9115,127,152,44,3,1,1,30,977.68,0,217.02380952380952,3.0238095238095237,3.619047619047619,0,1,323,Very High
9,0,43,1,13773,175,8,45,3,1,1,30,589.92,0,320.30232558139534,4.069767441860465,0.18604651162790697,0,1,228,High
9,0,43,2,4515,89,10,26,3,1,1,30,224.16,0,105.0,2.0697674418604652,0.23255813953488372,0,1,125,Medium
